"Step","female-silero - loss/g/fm","female-silero - loss/g/fm__MIN","female-silero - loss/g/fm__MAX"
"0","12.341255187988281","12.341255187988281","12.341255187988281"
"1","9.938871383666992","9.938871383666992","9.938871383666992"
"2","9.482453346252441","9.482453346252441","9.482453346252441"
"3","9.751267433166504","9.751267433166504","9.751267433166504"
"4","8.541464805603027","8.541464805603027","8.541464805603027"
"5","6.921657085418701","6.921657085418701","6.921657085418701"
"6","7.970787048339844","7.970787048339844","7.970787048339844"
"7","7.726061820983887","7.726061820983887","7.726061820983887"
"8","8.148706436157227","8.148706436157227","8.148706436157227"
"9","7.670742511749268","7.670742511749268","7.670742511749268"
"10","7.465529918670654","7.465529918670654","7.465529918670654"
"11","9.197312355041504","9.197312355041504","9.197312355041504"
"12","6.7418413162231445","6.7418413162231445","6.7418413162231445"
"13","7.639216899871826","7.639216899871826","7.639216899871826"
"14","7.422746181488037","7.422746181488037","7.422746181488037"
"15","7.532926082611084","7.532926082611084","7.532926082611084"
"16","8.486916542053223","8.486916542053223","8.486916542053223"
"17","7.753962993621826","7.753962993621826","7.753962993621826"
"18","7.03739070892334","7.03739070892334","7.03739070892334"
"19","7.367770195007324","7.367770195007324","7.367770195007324"
"20","7.151913166046143","7.151913166046143","7.151913166046143"
"21","8.274803161621094","8.274803161621094","8.274803161621094"
"22","8.001724243164062","8.001724243164062","8.001724243164062"
"23","8.631086349487305","8.631086349487305","8.631086349487305"
"24","6.947483539581299","6.947483539581299","6.947483539581299"
"25","8.984371185302734","8.984371185302734","8.984371185302734"
"26","7.005924224853516","7.005924224853516","7.005924224853516"
"27","7.791750431060791","7.791750431060791","7.791750431060791"
"28","7.597136974334717","7.597136974334717","7.597136974334717"
"29","7.80816125869751","7.80816125869751","7.80816125869751"
"30","8.796614646911621","8.796614646911621","8.796614646911621"
"31","8.553529739379883","8.553529739379883","8.553529739379883"
"32","8.642372131347656","8.642372131347656","8.642372131347656"
"33","7.792669296264648","7.792669296264648","7.792669296264648"
"34","8.109313011169434","8.109313011169434","8.109313011169434"
"35","7.307406902313232","7.307406902313232","7.307406902313232"
"36","6.556091785430908","6.556091785430908","6.556091785430908"
"37","8.384852409362793","8.384852409362793","8.384852409362793"
"38","8.260518074035645","8.260518074035645","8.260518074035645"
"39","8.299769401550293","8.299769401550293","8.299769401550293"
"40","7.333064556121826","7.333064556121826","7.333064556121826"
"41","6.586717128753662","6.586717128753662","6.586717128753662"
"42","7.287439823150635","7.287439823150635","7.287439823150635"
"43","7.415846824645996","7.415846824645996","7.415846824645996"
"44","7.399348735809326","7.399348735809326","7.399348735809326"
"45","8.497053146362305","8.497053146362305","8.497053146362305"
"46","7.294689655303955","7.294689655303955","7.294689655303955"
"47","7.537574768066406","7.537574768066406","7.537574768066406"
"48","6.686989784240723","6.686989784240723","6.686989784240723"
"49","7.5941691398620605","7.5941691398620605","7.5941691398620605"
"50","7.210529327392578","7.210529327392578","7.210529327392578"
"51","8.214654922485352","8.214654922485352","8.214654922485352"
"52","7.158374309539795","7.158374309539795","7.158374309539795"
"53","9.742796897888184","9.742796897888184","9.742796897888184"
"54","7.435159206390381","7.435159206390381","7.435159206390381"
"55","6.746955394744873","6.746955394744873","6.746955394744873"
"56","7.204967498779297","7.204967498779297","7.204967498779297"
"57","7.7324538230896","7.7324538230896","7.7324538230896"
"58","6.471836090087891","6.471836090087891","6.471836090087891"
"59","7.250616550445557","7.250616550445557","7.250616550445557"
"60","7.419086456298828","7.419086456298828","7.419086456298828"
"61","7.887133598327637","7.887133598327637","7.887133598327637"
"62","5.63749885559082","5.63749885559082","5.63749885559082"
"63","6.826056480407715","6.826056480407715","6.826056480407715"
"64","7.959448337554932","7.959448337554932","7.959448337554932"
"65","8.386860847473145","8.386860847473145","8.386860847473145"
"66","8.203907012939453","8.203907012939453","8.203907012939453"
"67","7.447524547576904","7.447524547576904","7.447524547576904"
"68","7.148245334625244","7.148245334625244","7.148245334625244"
"69","7.8236918449401855","7.8236918449401855","7.8236918449401855"
"70","7.472030162811279","7.472030162811279","7.472030162811279"
"71","8.64331340789795","8.64331340789795","8.64331340789795"
"72","7.2731218338012695","7.2731218338012695","7.2731218338012695"
"73","7.049746036529541","7.049746036529541","7.049746036529541"
"74","8.726253509521484","8.726253509521484","8.726253509521484"
"75","8.604281425476074","8.604281425476074","8.604281425476074"
"76","7.7848896980285645","7.7848896980285645","7.7848896980285645"
"77","7.8002095222473145","7.8002095222473145","7.8002095222473145"
"78","6.909453392028809","6.909453392028809","6.909453392028809"
"79","6.972161293029785","6.972161293029785","6.972161293029785"
"80","6.2621750831604","6.2621750831604","6.2621750831604"
"81","8.381919860839844","8.381919860839844","8.381919860839844"
"82","7.138819217681885","7.138819217681885","7.138819217681885"
"83","7.473752498626709","7.473752498626709","7.473752498626709"
"84","6.98159122467041","6.98159122467041","6.98159122467041"
"85","7.845850944519043","7.845850944519043","7.845850944519043"
"86","8.5869779586792","8.5869779586792","8.5869779586792"
"87","7.724209785461426","7.724209785461426","7.724209785461426"
"88","7.504603862762451","7.504603862762451","7.504603862762451"
"89","5.998586177825928","5.998586177825928","5.998586177825928"
"90","7.59373664855957","7.59373664855957","7.59373664855957"
"91","8.076924324035645","8.076924324035645","8.076924324035645"
"92","8.032249450683594","8.032249450683594","8.032249450683594"
"93","7.539139270782471","7.539139270782471","7.539139270782471"
"94","7.527252674102783","7.527252674102783","7.527252674102783"
"95","7.28747034072876","7.28747034072876","7.28747034072876"
"96","8.85080337524414","8.85080337524414","8.85080337524414"
"97","5.9923906326293945","5.9923906326293945","5.9923906326293945"
"98","6.827117919921875","6.827117919921875","6.827117919921875"
"99","6.6954827308654785","6.6954827308654785","6.6954827308654785"
"100","6.956327438354492","6.956327438354492","6.956327438354492"
"101","7.867506504058838","7.867506504058838","7.867506504058838"
"102","8.55700969696045","8.55700969696045","8.55700969696045"
"103","7.448519706726074","7.448519706726074","7.448519706726074"
"104","8.171621322631836","8.171621322631836","8.171621322631836"
"105","7.058242321014404","7.058242321014404","7.058242321014404"
"106","6.083717346191406","6.083717346191406","6.083717346191406"
"107","7.084569454193115","7.084569454193115","7.084569454193115"
"108","8.398916244506836","8.398916244506836","8.398916244506836"
"109","7.4766526222229","7.4766526222229","7.4766526222229"
"110","7.140167236328125","7.140167236328125","7.140167236328125"
"111","8.308629989624023","8.308629989624023","8.308629989624023"
"112","7.2027668952941895","7.2027668952941895","7.2027668952941895"
"113","7.375481128692627","7.375481128692627","7.375481128692627"
"114","7.762948989868164","7.762948989868164","7.762948989868164"
"115","7.6237945556640625","7.6237945556640625","7.6237945556640625"
"116","7.581831455230713","7.581831455230713","7.581831455230713"
"117","7.074504375457764","7.074504375457764","7.074504375457764"
"118","7.912247657775879","7.912247657775879","7.912247657775879"
"119","7.020328521728516","7.020328521728516","7.020328521728516"
"120","8.412436485290527","8.412436485290527","8.412436485290527"
"121","8.304539680480957","8.304539680480957","8.304539680480957"
"122","6.639473915100098","6.639473915100098","6.639473915100098"
"123","6.708593845367432","6.708593845367432","6.708593845367432"
"124","6.754725456237793","6.754725456237793","6.754725456237793"
"125","6.997286319732666","6.997286319732666","6.997286319732666"
"126","8.307558059692383","8.307558059692383","8.307558059692383"
"127","8.435827255249023","8.435827255249023","8.435827255249023"
"128","7.551816463470459","7.551816463470459","7.551816463470459"
"129","7.503837585449219","7.503837585449219","7.503837585449219"
"130","7.34029483795166","7.34029483795166","7.34029483795166"
"131","7.335155487060547","7.335155487060547","7.335155487060547"
"132","7.157248020172119","7.157248020172119","7.157248020172119"
"133","7.570924282073975","7.570924282073975","7.570924282073975"
"134","7.7194108963012695","7.7194108963012695","7.7194108963012695"
"135","8.699804306030273","8.699804306030273","8.699804306030273"
"136","7.382160186767578","7.382160186767578","7.382160186767578"
"137","6.869097709655762","6.869097709655762","6.869097709655762"
"138","7.369472503662109","7.369472503662109","7.369472503662109"
"139","6.720232963562012","6.720232963562012","6.720232963562012"
"140","7.098963260650635","7.098963260650635","7.098963260650635"
"141","6.832765579223633","6.832765579223633","6.832765579223633"
"142","8.526701927185059","8.526701927185059","8.526701927185059"
"143","6.7579426765441895","6.7579426765441895","6.7579426765441895"
"144","7.194934368133545","7.194934368133545","7.194934368133545"
"145","7.320313930511475","7.320313930511475","7.320313930511475"
"146","6.4748406410217285","6.4748406410217285","6.4748406410217285"
"147","7.4106035232543945","7.4106035232543945","7.4106035232543945"
"148","7.947620391845703","7.947620391845703","7.947620391845703"
"149","6.666073322296143","6.666073322296143","6.666073322296143"
"150","7.885796070098877","7.885796070098877","7.885796070098877"
"151","7.0876569747924805","7.0876569747924805","7.0876569747924805"
"152","8.327444076538086","8.327444076538086","8.327444076538086"
"153","8.577756881713867","8.577756881713867","8.577756881713867"
"154","6.9471588134765625","6.9471588134765625","6.9471588134765625"
"155","6.454197883605957","6.454197883605957","6.454197883605957"
"156","7.2777204513549805","7.2777204513549805","7.2777204513549805"
"157","8.230788230895996","8.230788230895996","8.230788230895996"
"158","6.229862689971924","6.229862689971924","6.229862689971924"
"159","7.522273063659668","7.522273063659668","7.522273063659668"
"160","7.013914108276367","7.013914108276367","7.013914108276367"
"161","7.428248882293701","7.428248882293701","7.428248882293701"
"162","8.399558067321777","8.399558067321777","8.399558067321777"
"163","6.699576377868652","6.699576377868652","6.699576377868652"
"164","7.4926347732543945","7.4926347732543945","7.4926347732543945"
"165","7.082798957824707","7.082798957824707","7.082798957824707"
"166","6.075284004211426","6.075284004211426","6.075284004211426"
"167","7.706348419189453","7.706348419189453","7.706348419189453"
"168","6.278007507324219","6.278007507324219","6.278007507324219"
"169","7.305541515350342","7.305541515350342","7.305541515350342"
"170","7.756895542144775","7.756895542144775","7.756895542144775"
"171","7.008668899536133","7.008668899536133","7.008668899536133"
"172","8.110782623291016","8.110782623291016","8.110782623291016"
"173","7.514673233032227","7.514673233032227","7.514673233032227"
"174","6.58425760269165","6.58425760269165","6.58425760269165"
"175","6.596092700958252","6.596092700958252","6.596092700958252"
"176","8.442917823791504","8.442917823791504","8.442917823791504"
"177","9.282045364379883","9.282045364379883","9.282045364379883"
"178","8.1646728515625","8.1646728515625","8.1646728515625"
"179","8.502327919006348","8.502327919006348","8.502327919006348"
"180","6.507078647613525","6.507078647613525","6.507078647613525"
"181","8.44437313079834","8.44437313079834","8.44437313079834"
"182","7.222846984863281","7.222846984863281","7.222846984863281"
"183","7.14799165725708","7.14799165725708","7.14799165725708"
"184","6.83634090423584","6.83634090423584","6.83634090423584"
"185","8.066290855407715","8.066290855407715","8.066290855407715"
"186","8.106064796447754","8.106064796447754","8.106064796447754"
"187","7.2990498542785645","7.2990498542785645","7.2990498542785645"
"188","6.580153465270996","6.580153465270996","6.580153465270996"
"189","7.1907148361206055","7.1907148361206055","7.1907148361206055"
"190","6.991633892059326","6.991633892059326","6.991633892059326"
"191","7.742900371551514","7.742900371551514","7.742900371551514"
"192","7.8918914794921875","7.8918914794921875","7.8918914794921875"
"193","6.6027936935424805","6.6027936935424805","6.6027936935424805"
"194","6.7917280197143555","6.7917280197143555","6.7917280197143555"
"195","7.477168083190918","7.477168083190918","7.477168083190918"
"196","6.620509624481201","6.620509624481201","6.620509624481201"
"197","7.712164878845215","7.712164878845215","7.712164878845215"
"198","7.677995681762695","7.677995681762695","7.677995681762695"
"199","6.647051811218262","6.647051811218262","6.647051811218262"
"200","6.861789703369141","6.861789703369141","6.861789703369141"
"201","8.443656921386719","8.443656921386719","8.443656921386719"
"202","8.368595123291016","8.368595123291016","8.368595123291016"
"203","8.415178298950195","8.415178298950195","8.415178298950195"
"204","6.996622085571289","6.996622085571289","6.996622085571289"
"205","7.203003406524658","7.203003406524658","7.203003406524658"
"206","7.67097282409668","7.67097282409668","7.67097282409668"
"207","6.652072906494141","6.652072906494141","6.652072906494141"
"208","7.601500988006592","7.601500988006592","7.601500988006592"
"209","7.472066879272461","7.472066879272461","7.472066879272461"
"210","7.997398376464844","7.997398376464844","7.997398376464844"
"211","6.65901517868042","6.65901517868042","6.65901517868042"
"212","6.664550304412842","6.664550304412842","6.664550304412842"
"213","9.514238357543945","9.514238357543945","9.514238357543945"
"214","8.126622200012207","8.126622200012207","8.126622200012207"
"215","6.761114597320557","6.761114597320557","6.761114597320557"
"216","6.807259559631348","6.807259559631348","6.807259559631348"
"217","6.596868991851807","6.596868991851807","6.596868991851807"
"218","7.105770111083984","7.105770111083984","7.105770111083984"
"219","7.393472671508789","7.393472671508789","7.393472671508789"
"220","7.411130905151367","7.411130905151367","7.411130905151367"
"221","6.995917320251465","6.995917320251465","6.995917320251465"
"222","8.113727569580078","8.113727569580078","8.113727569580078"
"223","7.853814601898193","7.853814601898193","7.853814601898193"
"224","6.745295524597168","6.745295524597168","6.745295524597168"
"225","7.3675713539123535","7.3675713539123535","7.3675713539123535"
"226","7.610750675201416","7.610750675201416","7.610750675201416"
"227","8.579957008361816","8.579957008361816","8.579957008361816"
"228","6.555454254150391","6.555454254150391","6.555454254150391"
"229","5.907928466796875","5.907928466796875","5.907928466796875"
"230","7.454105377197266","7.454105377197266","7.454105377197266"
"231","7.58876371383667","7.58876371383667","7.58876371383667"
"232","7.191161155700684","7.191161155700684","7.191161155700684"
"233","6.702023506164551","6.702023506164551","6.702023506164551"
"234","8.234452247619629","8.234452247619629","8.234452247619629"
"235","7.261941432952881","7.261941432952881","7.261941432952881"
"236","7.040536880493164","7.040536880493164","7.040536880493164"
"237","6.9346723556518555","6.9346723556518555","6.9346723556518555"
"238","8.128154754638672","8.128154754638672","8.128154754638672"
"239","6.436500072479248","6.436500072479248","6.436500072479248"
"240","9.165733337402344","9.165733337402344","9.165733337402344"
"241","7.7257981300354","7.7257981300354","7.7257981300354"
"242","6.403874397277832","6.403874397277832","6.403874397277832"
"243","8.143631935119629","8.143631935119629","8.143631935119629"
"244","6.765092372894287","6.765092372894287","6.765092372894287"
"245","7.038254261016846","7.038254261016846","7.038254261016846"
"246","7.716472625732422","7.716472625732422","7.716472625732422"
"247","7.9341535568237305","7.9341535568237305","7.9341535568237305"
"248","6.5151872634887695","6.5151872634887695","6.5151872634887695"
"249","6.871082305908203","6.871082305908203","6.871082305908203"
"250","7.527659893035889","7.527659893035889","7.527659893035889"
"251","7.190319061279297","7.190319061279297","7.190319061279297"
"252","6.670940399169922","6.670940399169922","6.670940399169922"
"253","5.946302890777588","5.946302890777588","5.946302890777588"
"254","6.626821994781494","6.626821994781494","6.626821994781494"
"255","7.727446556091309","7.727446556091309","7.727446556091309"
"256","7.648014545440674","7.648014545440674","7.648014545440674"
"257","7.461192607879639","7.461192607879639","7.461192607879639"
"258","7.589069366455078","7.589069366455078","7.589069366455078"
"259","6.6212053298950195","6.6212053298950195","6.6212053298950195"
"260","7.628109455108643","7.628109455108643","7.628109455108643"
"261","6.6050238609313965","6.6050238609313965","6.6050238609313965"
"262","7.83573055267334","7.83573055267334","7.83573055267334"
"263","8.099634170532227","8.099634170532227","8.099634170532227"
"264","7.628875732421875","7.628875732421875","7.628875732421875"
"265","6.736222743988037","6.736222743988037","6.736222743988037"
"266","7.601789951324463","7.601789951324463","7.601789951324463"
"267","7.23981237411499","7.23981237411499","7.23981237411499"
"268","8.118033409118652","8.118033409118652","8.118033409118652"
"269","7.384737491607666","7.384737491607666","7.384737491607666"
"270","8.222809791564941","8.222809791564941","8.222809791564941"
"271","7.090396881103516","7.090396881103516","7.090396881103516"
"272","6.881241798400879","6.881241798400879","6.881241798400879"
"273","7.131751537322998","7.131751537322998","7.131751537322998"
"274","8.029597282409668","8.029597282409668","8.029597282409668"
"275","7.615242958068848","7.615242958068848","7.615242958068848"
"276","7.737236976623535","7.737236976623535","7.737236976623535"
"277","6.2112040519714355","6.2112040519714355","6.2112040519714355"
"278","7.077837944030762","7.077837944030762","7.077837944030762"
"279","7.772978782653809","7.772978782653809","7.772978782653809"
"280","7.157993316650391","7.157993316650391","7.157993316650391"
"281","6.949474334716797","6.949474334716797","6.949474334716797"
"282","8.356184959411621","8.356184959411621","8.356184959411621"
"283","7.139049053192139","7.139049053192139","7.139049053192139"
"284","6.184802055358887","6.184802055358887","6.184802055358887"
"285","7.707150459289551","7.707150459289551","7.707150459289551"
"286","6.9476165771484375","6.9476165771484375","6.9476165771484375"
"287","7.806969165802002","7.806969165802002","7.806969165802002"
"288","7.396836757659912","7.396836757659912","7.396836757659912"
"289","7.228555679321289","7.228555679321289","7.228555679321289"
"290","6.744414806365967","6.744414806365967","6.744414806365967"
"291","8.100737571716309","8.100737571716309","8.100737571716309"
"292","6.625338077545166","6.625338077545166","6.625338077545166"
"293","6.623237609863281","6.623237609863281","6.623237609863281"
"294","8.600181579589844","8.600181579589844","8.600181579589844"
"295","6.766538143157959","6.766538143157959","6.766538143157959"
"296","7.397306442260742","7.397306442260742","7.397306442260742"
"297","6.853682041168213","6.853682041168213","6.853682041168213"
"298","8.331727981567383","8.331727981567383","8.331727981567383"
"299","7.553915977478027","7.553915977478027","7.553915977478027"
"300","7.832666873931885","7.832666873931885","7.832666873931885"
"301","6.294275283813477","6.294275283813477","6.294275283813477"
"302","8.426969528198242","8.426969528198242","8.426969528198242"
"303","6.529874324798584","6.529874324798584","6.529874324798584"
"304","6.941989898681641","6.941989898681641","6.941989898681641"
"305","7.000872611999512","7.000872611999512","7.000872611999512"
"306","7.684736251831055","7.684736251831055","7.684736251831055"
"307","7.647900104522705","7.647900104522705","7.647900104522705"
"308","6.5806050300598145","6.5806050300598145","6.5806050300598145"
"309","7.230016231536865","7.230016231536865","7.230016231536865"
"310","7.5101637840271","7.5101637840271","7.5101637840271"
"311","7.436514377593994","7.436514377593994","7.436514377593994"
"312","6.103641986846924","6.103641986846924","6.103641986846924"
"313","7.949740886688232","7.949740886688232","7.949740886688232"
"314","6.92279577255249","6.92279577255249","6.92279577255249"
"315","7.922898292541504","7.922898292541504","7.922898292541504"
"316","7.9108195304870605","7.9108195304870605","7.9108195304870605"
"317","8.26379680633545","8.26379680633545","8.26379680633545"
"318","6.567205905914307","6.567205905914307","6.567205905914307"
"319","6.873148441314697","6.873148441314697","6.873148441314697"
"320","7.3846659660339355","7.3846659660339355","7.3846659660339355"
"321","6.713383674621582","6.713383674621582","6.713383674621582"
"322","6.2780890464782715","6.2780890464782715","6.2780890464782715"
"323","8.348854064941406","8.348854064941406","8.348854064941406"
"324","8.684765815734863","8.684765815734863","8.684765815734863"
"325","7.243173122406006","7.243173122406006","7.243173122406006"
"326","7.551472187042236","7.551472187042236","7.551472187042236"
"327","7.7666096687316895","7.7666096687316895","7.7666096687316895"
"328","7.320137023925781","7.320137023925781","7.320137023925781"
"329","7.22376012802124","7.22376012802124","7.22376012802124"
"330","8.2286376953125","8.2286376953125","8.2286376953125"
"331","7.952111721038818","7.952111721038818","7.952111721038818"
"332","7.683952808380127","7.683952808380127","7.683952808380127"
"333","6.411750316619873","6.411750316619873","6.411750316619873"
"334","8.414528846740723","8.414528846740723","8.414528846740723"
"335","7.204488277435303","7.204488277435303","7.204488277435303"
"336","7.326387882232666","7.326387882232666","7.326387882232666"
"337","7.348285675048828","7.348285675048828","7.348285675048828"
"338","7.123361587524414","7.123361587524414","7.123361587524414"
"339","8.401422500610352","8.401422500610352","8.401422500610352"
"340","8.16386890411377","8.16386890411377","8.16386890411377"
"341","8.71989917755127","8.71989917755127","8.71989917755127"
"342","7.163520336151123","7.163520336151123","7.163520336151123"
"343","7.2079267501831055","7.2079267501831055","7.2079267501831055"
"344","6.783657073974609","6.783657073974609","6.783657073974609"
"345","8.040983200073242","8.040983200073242","8.040983200073242"
"346","6.617274761199951","6.617274761199951","6.617274761199951"
"347","6.9369964599609375","6.9369964599609375","6.9369964599609375"
"348","7.553844928741455","7.553844928741455","7.553844928741455"
"349","7.909668445587158","7.909668445587158","7.909668445587158"
"350","7.139846324920654","7.139846324920654","7.139846324920654"
"351","6.842658042907715","6.842658042907715","6.842658042907715"
"352","7.018363952636719","7.018363952636719","7.018363952636719"
"353","7.708901882171631","7.708901882171631","7.708901882171631"
"354","8.774250984191895","8.774250984191895","8.774250984191895"
"355","7.026846885681152","7.026846885681152","7.026846885681152"
"356","6.753551483154297","6.753551483154297","6.753551483154297"
"357","7.7965850830078125","7.7965850830078125","7.7965850830078125"
"358","6.7115302085876465","6.7115302085876465","6.7115302085876465"
"359","8.296051025390625","8.296051025390625","8.296051025390625"
"360","6.861186981201172","6.861186981201172","6.861186981201172"
"361","7.120039939880371","7.120039939880371","7.120039939880371"
"362","7.159664154052734","7.159664154052734","7.159664154052734"
"363","6.0084428787231445","6.0084428787231445","6.0084428787231445"
"364","8.987398147583008","8.987398147583008","8.987398147583008"
"365","7.276839733123779","7.276839733123779","7.276839733123779"
"366","7.330753326416016","7.330753326416016","7.330753326416016"
"367","8.508570671081543","8.508570671081543","8.508570671081543"
"368","8.424539566040039","8.424539566040039","8.424539566040039"
"369","8.971900939941406","8.971900939941406","8.971900939941406"
"370","6.9044904708862305","6.9044904708862305","6.9044904708862305"
"371","7.419508457183838","7.419508457183838","7.419508457183838"
"372","6.855379581451416","6.855379581451416","6.855379581451416"
"373","7.874334335327148","7.874334335327148","7.874334335327148"
"374","7.6372389793396","7.6372389793396","7.6372389793396"
"375","6.892690658569336","6.892690658569336","6.892690658569336"
"376","7.4697442054748535","7.4697442054748535","7.4697442054748535"
"377","7.441084384918213","7.441084384918213","7.441084384918213"
"378","8.917376518249512","8.917376518249512","8.917376518249512"
"379","7.167584419250488","7.167584419250488","7.167584419250488"
"380","7.300665855407715","7.300665855407715","7.300665855407715"
"381","7.363115310668945","7.363115310668945","7.363115310668945"
"382","7.09124231338501","7.09124231338501","7.09124231338501"
"383","7.298739433288574","7.298739433288574","7.298739433288574"
"384","8.636107444763184","8.636107444763184","8.636107444763184"
"385","7.95379638671875","7.95379638671875","7.95379638671875"
"386","8.378841400146484","8.378841400146484","8.378841400146484"
"387","7.541971206665039","7.541971206665039","7.541971206665039"
"388","6.5435614585876465","6.5435614585876465","6.5435614585876465"
"389","6.554237365722656","6.554237365722656","6.554237365722656"
"390","7.415595054626465","7.415595054626465","7.415595054626465"
"391","8.692625045776367","8.692625045776367","8.692625045776367"
"392","7.253782749176025","7.253782749176025","7.253782749176025"
"393","6.615080833435059","6.615080833435059","6.615080833435059"
"394","7.172987461090088","7.172987461090088","7.172987461090088"
"395","8.087066650390625","8.087066650390625","8.087066650390625"
"396","8.571422576904297","8.571422576904297","8.571422576904297"
"397","7.201024532318115","7.201024532318115","7.201024532318115"
"398","6.9782562255859375","6.9782562255859375","6.9782562255859375"
"399","7.854660511016846","7.854660511016846","7.854660511016846"
"400","7.279926300048828","7.279926300048828","7.279926300048828"
"401","6.959659576416016","6.959659576416016","6.959659576416016"
"402","7.559530735015869","7.559530735015869","7.559530735015869"
"403","6.951387405395508","6.951387405395508","6.951387405395508"
"404","7.692352771759033","7.692352771759033","7.692352771759033"
"405","7.166190147399902","7.166190147399902","7.166190147399902"
"406","6.802866458892822","6.802866458892822","6.802866458892822"
"407","8.701438903808594","8.701438903808594","8.701438903808594"
"408","6.148524284362793","6.148524284362793","6.148524284362793"
"409","7.301732540130615","7.301732540130615","7.301732540130615"
"410","7.022443771362305","7.022443771362305","7.022443771362305"
"411","6.088350772857666","6.088350772857666","6.088350772857666"
"412","7.054863929748535","7.054863929748535","7.054863929748535"
"413","7.024468898773193","7.024468898773193","7.024468898773193"
"414","7.934732437133789","7.934732437133789","7.934732437133789"
"415","6.737115383148193","6.737115383148193","6.737115383148193"
"416","7.532889366149902","7.532889366149902","7.532889366149902"
"417","7.586723804473877","7.586723804473877","7.586723804473877"
